Observatoire des territoires - ANCT,...2,...3,...4
Taux de participation aux élections législatives (Commune (2022)),,,
,,,
,,,Législatives - Taux d'abstention au 1er tour
codgeo,libgeo,an,tx_abst_elec_leg
10271,Origny-le-Sec,2022,46.7
10272,Ormes,2017,44.5
10272,Ormes,2022,36.2
10273,Ortillon,2017,39.1
10273,Ortillon,2022,11.5
10274,Orvilliers-Saint-Julien,2017,45.8
10274,Orvilliers-Saint-Julien,2022,59.9
10275,Ossey-les-Trois-Maisons,2017,55
10275,Ossey-les-Trois-Maisons,2022,52.7
10276,Paisy-Cosdon,2017,39.8
10276,Paisy-Cosdon,2022,48.1
10278,Pargues,2017,47.2
10278,Pargues,2022,46.3
10279,Pars-lès-Chavanges,2017,42.2
10279,Pars-lès-Chavanges,2022,43.1
10280,Pars-lès-Romilly,2017,45.2
10280,Pars-lès-Romilly,2022,49.8
10281,Le Pavillon-Sainte-Julie,2017,44.4
10281,Le Pavillon-Sainte-Julie,2022,46.6
10282,Payns,2017,48
10282,Payns,2022,48.7
10283,Pel-et-Der,2017,32.7
10283,Pel-et-Der,2022,46.7
10284,Périgny-la-Rose,2017,37
10284,Périgny-la-Rose,2022,48.1
10285,Perthes-lès-Brienne,2017,39.7
10285,Perthes-lès-Brienne,2022,31
10286,Petit-Mesnil,2017,44.3
10286,Petit-Mesnil,2022,48.9
10287,Piney,2017,49.9
10287,Piney,2022,48.4
10288,Plaines-Saint-Lange,2017,51
10288,Plaines-Saint-Lange,2022,54.2
10289,Plancy-l'Abbaye,2017,50.6
10289,Plancy-l'Abbaye,2022,53
10290,Planty,2017,41.3
10290,Planty,2022,47.5
10291,Plessis-Barbuise,2017,42.3
10291,Plessis-Barbuise,2022,39.5
10293,Poivres,2017,26.1
10293,Poivres,2022,33.9
10294,Poligny,2017,40
10294,Poligny,2022,56.4
10295,Polisot,2017,40.1
10295,Polisot,2022,37.3
10296,Polisy,2017,39.4
10296,Polisy,2022,37.7
10297,Pont-Sainte-Marie,2017,51.3
10297,Pont-Sainte-Marie,2022,55.5
10298,Pont-sur-Seine,2017,58.9
10298,Pont-sur-Seine,2022,59
10299,Pouan-les-Vallées,2017,55.7
10299,Pouan-les-Vallées,2022,49.2
10300,Pougy,2017,51.7
10300,Pougy,2022,56
10301,Pouy-sur-Vannes,2017,55.9
10301,Pouy-sur-Vannes,2022,52
10302,Praslin,2017,37.3
10302,Praslin,2022,46.3
10303,Précy-Notre-Dame,2017,32.8
10303,Précy-Notre-Dame,2022,31
10304,Précy-Saint-Martin,2017,37.7
10304,Précy-Saint-Martin,2022,41.1
10305,Prémierfait,2017,52.6
10305,Prémierfait,2022,44.9
10306,Proverville,2017,39.3
10306,Proverville,2022,32.5
10307,Prugny,2017,48.4
10307,Prugny,2022,40.5
10308,Prunay-Belleville,2017,46.6
10308,Prunay-Belleville,2022,53.5
10309,Prusy,2017,26.8
10309,Prusy,2022,30.4
10310,Puits-et-Nuisement,2017,42.3
10310,Puits-et-Nuisement,2022,45.7
10312,Racines,2017,46.9
10312,Racines,2022,40.8
10313,Radonvilliers,2017,48.5
10313,Radonvilliers,2022,47.7
10314,Ramerupt,2017,42.5
10314,Ramerupt,2022,45.8
10315,Rances,2017,17.6
10315,Rances,2022,23.1
10316,Rhèges,2017,49.7
10316,Rhèges,2022,50.9
10317,Les Riceys,2017,52.7
10317,Les Riceys,2022,51.3
10318,Rigny-la-Nonneuse,2017,43.9
10318,Rigny-la-Nonneuse,2022,40.2
10319,Rigny-le-Ferron,2017,49.6
10319,Rigny-le-Ferron,2022,46.7
10320,Rilly-Sainte-Syre,2017,47.6
10320,Rilly-Sainte-Syre,2022,42.3
10321,La Rivière-de-Corps,2017,49.2
10321,La Rivière-de-Corps,2022,47.6
10323,Romilly-sur-Seine,2017,56.8
10323,Romilly-sur-Seine,2022,58.2
10324,Roncenay,2017,43.7
10324,Roncenay,2022,43.2
10325,Rosières-près-Troyes,2017,48.2
10325,Rosières-près-Troyes,2022,51.9
10326,Rosnay-l'Hôpital,2017,44.2
10326,Rosnay-l'Hôpital,2022,49.4
10327,La Rothière,2017,40.2
10327,La Rothière,2022,51.4
10328,Rouilly-Sacey,2017,55.1
10328,Rouilly-Sacey,2022,54.1
10329,Rouilly-Saint-Loup,2017,48.3
10329,Rouilly-Saint-Loup,2022,43.7
10330,Rouvres-les-Vignes,2017,42
10330,Rouvres-les-Vignes,2022,40.4
10331,Rumilly-lès-Vaudes,2017,44.9
10331,Rumilly-lès-Vaudes,2022,48.6
10332,Ruvigny,2017,46
10332,Ruvigny,2022,38.6
10333,Saint-André-les-Vergers,2017,51.6
10333,Saint-André-les-Vergers,2022,55.4
10334,Saint-Aubin,2017,42.6
10334,Saint-Aubin,2022,52.3
10335,Saint-Benoist-sur-Vanne,2017,41
10335,Saint-Benoist-sur-Vanne,2022,47.5
10336,Saint-Benoît-sur-Seine,2017,39.9
10336,Saint-Benoît-sur-Seine,2022,40.7
10337,Saint-Christophe-Dodinicourt,2017,32.3
10337,Saint-Christophe-Dodinicourt,2022,34.6
10338,Saint-Étienne-sous-Barbuise,2017,33.8
10338,Saint-Étienne-sous-Barbuise,2022,38.5
10339,Saint-Flavy,2017,52.3
10339,Saint-Flavy,2022,63.8
10340,Saint-Germain,2017,51.7
10340,Saint-Germain,2022,54.3
10341,Saint-Hilaire-sous-Romilly,2017,45.3
10341,Saint-Hilaire-sous-Romilly,2022,44.4
10342,Saint-Jean-de-Bonneval,2017,44.5
10342,Saint-Jean-de-Bonneval,2022,42
10343,Saint-Julien-les-Villas,2017,53.5
10343,Saint-Julien-les-Villas,2022,54.5
10344,Saint-Léger-près-Troyes,2017,43.8
10344,Saint-Léger-près-Troyes,2022,50.2
10345,Saint-Léger-sous-Brienne,2017,45.6
10345,Saint-Léger-sous-Brienne,2022,38.7
10346,Saint-Léger-sous-Margerie,2017,46.9
10346,Saint-Léger-sous-Margerie,2022,37.7
10347,Saint-Loup-de-Buffigny,2017,49.1
10347,Saint-Loup-de-Buffigny,2022,50.3
10348,Saint-Lupien,2017,43.8
10348,Saint-Lupien,2022,42.6
10349,Saint-Lyé,2017,52
10349,Saint-Lyé,2022,50.3
10350,Saint-Mards-en-Othe,2017,47.5
10350,Saint-Mards-en-Othe,2022,48.7
10351,Saint-Martin-de-Bossenay,2017,44
10351,Saint-Martin-de-Bossenay,2022,46.9
10352,Sainte-Maure,2017,48
10352,Sainte-Maure,2022,48.8
10353,Saint-Mesmin,2017,53.1
10353,Saint-Mesmin,2022,56.7
10354,Saint-Nabord-sur-Aube,2017,38.5
10354,Saint-Nabord-sur-Aube,2022,38.4
10355,Saint-Nicolas-la-Chapelle,2017,50.6
10355,Saint-Nicolas-la-Chapelle,2022,34.2
10356,Saint-Oulph,2017,40.8
10356,Saint-Oulph,2022,48.1
10357,Saint-Parres-aux-Tertres,2017,46.1
10357,Saint-Parres-aux-Tertres,2022,46.5
10358,Saint-Parres-lès-Vaudes,2017,52.7
10358,Saint-Parres-lès-Vaudes,2022,51.8
10359,Saint-Phal,2017,51.6
10359,Saint-Phal,2022,48.4
10360,Saint-Pouange,2017,44
10360,Saint-Pouange,2022,47.2
10361,Saint-Remy-sous-Barbuise,2017,53.5
10361,Saint-Remy-sous-Barbuise,2022,47.4
10362,Sainte-Savine,2017,50.1
10362,Sainte-Savine,2022,54.5
10363,Saint-Thibault,2017,45.3
10363,Saint-Thibault,2022,48.4
10364,Saint-Usage,2017,38.6
10364,Saint-Usage,2022,40
10365,Salon,2017,44
10365,Salon,2022,43.4
10366,Saulcy,2017,33.3
10366,Saulcy,2022,36.7
10367,La Saulsotte,2017,54.5
10367,La Saulsotte,2022,53.9
10368,Savières,2017,49.7
10368,Savières,2022,49.9
10369,Semoine,2017,43.2
10369,Semoine,2022,42.3
10370,Soligny-les-Étangs,2017,46.9
10370,Soligny-les-Étangs,2022,40.4
10371,Sommeval,2017,39.1
10371,Sommeval,2022,39.8
10372,Soulaines-Dhuys,2017,39.9
10372,Soulaines-Dhuys,2022,40.3
10373,Souligny,2017,44.4
10373,Souligny,2022,41.6
10374,Spoy,2017,39.8
10374,Spoy,2022,33.6
10375,Thennelières,2017,39.5
10375,Thennelières,2022,39.8
10376,Thieffrain,2017,44.3
10376,Thieffrain,2022,42.7
10377,Thil,2017,33.6
10377,Thil,2022,43.8
10378,Thors,2017,50.7
10378,Thors,2022,44.1
10379,Torcy-le-Grand,2017,37
10379,Torcy-le-Grand,2022,44.8
10380,Torcy-le-Petit,2017,38.5
10380,Torcy-le-Petit,2022,44.3
10381,Torvilliers,2017,46.5
10381,Torvilliers,2022,48.7
10382,Traînel,2017,50.4
10382,Traînel,2022,54.4
10383,Trancault,2017,50.4
10383,Trancault,2022,52
10384,Trannes,2017,35.9
10384,Trannes,2022,46.6
10386,Trouans,2017,48.9
10386,Trouans,2022,42.8
10387,Troyes,2017,52.5
10387,Troyes,2022,56.6
10388,Turgy,2017,38
10388,Turgy,2022,41.7
10389,Unienville,2017,28.4
10389,Unienville,2022,35.8
10390,Urville,2017,38.2
10390,Urville,2022,33.3
10391,Vailly,2017,47.4
10391,Vailly,2022,49.8
10392,Vallant-Saint-Georges,2017,42.2
10392,Vallant-Saint-Georges,2022,42.6
10393,Vallentigny,2017,47.4
10393,Vallentigny,2022,51.9
10394,Vallières,2017,29.1
10394,Vallières,2022,34.2
10395,Vanlay,2017,48.3
10395,Vanlay,2022,47.8
10396,Vauchassis,2017,47.4
10396,Vauchassis,2022,47
10397,Vauchonvilliers,2017,41.1
10397,Vauchonvilliers,2022,49.2
10398,Vaucogne,2017,43.9
10398,Vaucogne,2022,48.3
10399,Vaudes,2017,49.9
10399,Vaudes,2022,45
10400,Vaupoisson,2017,31.2
10400,Vaupoisson,2022,44
10401,Vendeuvre-sur-Barse,2017,52.9
10401,Vendeuvre-sur-Barse,2022,58.1
10402,La Vendue-Mignot,2017,37.1
10402,La Vendue-Mignot,2022,43.1
10403,Vernonvilliers,2017,57.7
10403,Vernonvilliers,2022,43.1
10404,Verpillières-sur-Ource,2017,37
10404,Verpillières-sur-Ource,2022,46
10405,Verricourt,2017,30.8
10405,Verricourt,2022,41.9
10406,Verrières,2017,49.8
10406,Verrières,2022,51.5
10408,Viâpres-le-Petit,2017,36.6
10408,Viâpres-le-Petit,2022,41
10409,Villacerf,2017,45.8
10409,Villacerf,2022,46.7
10410,Villadin,2017,40.5
10410,Villadin,2022,47.1
10411,La Ville-aux-Bois,2017,26.1
10411,La Ville-aux-Bois,2022,19
10412,Villechétif,2017,37.5
10412,Villechétif,2022,44.4
10414,Villeloup,2017,39.6
10414,Villeloup,2022,41.4
10416,Villemereuil,2017,30.5
10416,Villemereuil,2022,42.7
10417,Villemoiron-en-Othe,2017,33.5
10417,Villemoiron-en-Othe,2022,40.8
10418,Villemorien,2017,46.5
10418,Villemorien,2022,50.7
10419,Villemoyenne,2017,51.9
10419,Villemoyenne,2022,54.8
10420,Villenauxe-la-Grande,2017,51.3
10420,Villenauxe-la-Grande,2022,54.9
10421,La Villeneuve-au-Châtelot,2017,50.5
10421,La Villeneuve-au-Châtelot,2022,41.7
10422,Villeneuve-au-Chemin,2017,45.5
10422,Villeneuve-au-Chemin,2022,51
10423,La Villeneuve-au-Chêne,2017,37.7
10423,La Villeneuve-au-Chêne,2022,41.5
10424,Villeret,2017,41
10424,Villeret,2022,50
10425,Villery,2017,38.9
10425,Villery,2022,46.6
10426,Ville-sous-la-Ferté,2017,52.5
10426,Ville-sous-la-Ferté,2022,54
10427,Ville-sur-Arce,2017,49.1
10427,Ville-sur-Arce,2022,43.5
10428,Ville-sur-Terre,2017,28.4
10428,Ville-sur-Terre,2022,38.1
10429,Villette-sur-Aube,2017,51.5
10429,Villette-sur-Aube,2022,51.7
10430,Villiers-Herbisse,2017,65.7
10430,Villiers-Herbisse,2022,44.9
10431,Villiers-le-Bois,2017,42
10431,Villiers-le-Bois,2022,35.2
10432,Villiers-sous-Praslin,2017,44.6
10432,Villiers-sous-Praslin,2022,46.6
10433,Villy-en-Trodes,2017,43.3
10433,Villy-en-Trodes,2022,50.8
10434,Villy-le-Bois,2017,21.4
10434,Villy-le-Bois,2022,43.8
10435,Villy-le-Maréchal,2017,58.5
10435,Villy-le-Maréchal,2022,36.7
10436,Vinets,2017,49.3
10436,Vinets,2022,52.9
10437,Virey-sous-Bar,2017,56.5
10437,Virey-sous-Bar,2022,53
10438,Vitry-le-Croisé,2017,51.8
10438,Vitry-le-Croisé,2022,42.2
10439,Viviers-sur-Artaut,2017,57.3
10439,Viviers-sur-Artaut,2022,62.1
10440,Voigny,2017,47.6
10440,Voigny,2022,48.1
10441,Vosnon,2017,35
10441,Vosnon,2022,34.1
10442,Voué,2017,46
10442,Voué,2022,50.8
10443,Vougrey,2017,41.7
10443,Vougrey,2022,32.4
10444,Vulaines,2017,39.5
10444,Vulaines,2022,38.7
10445,Yèvres-le-Petit,2017,29.8
10445,Yèvres-le-Petit,2022,30.2
11001,Aigues-Vives,2017,44.4
11001,Aigues-Vives,2022,46.8
11002,Airoux,2017,40.3
11002,Airoux,2022,38.5
11003,Ajac,2017,46.6
11003,Ajac,2022,46.2
11004,Alaigne,2017,48.5
11004,Alaigne,2022,44.6
11005,Alairac,2017,40.2
11005,Alairac,2022,40.5
11006,Albas,2017,25.4
11006,Albas,2022,28.4
11007,Albières,2017,30.1
11007,Albières,2022,43.9
11008,Alet-les-Bains,2017,47.6
11008,Alet-les-Bains,2022,43.6
11009,Alzonne,2017,40.4
11009,Alzonne,2022,43
11010,Antugnac,2017,49.8
11010,Antugnac,2022,42.6
11011,Aragon,2017,43
11011,Aragon,2022,47.9
11012,Argeliers,2017,56.5
11012,Argeliers,2022,57.2
11013,Argens-Minervois,2017,44.3
11013,Argens-Minervois,2022,41.3
11014,Armissan,2017,43.3
11014,Armissan,2022,41.9
11015,Arques,2017,40
11015,Arques,2022,36.5
11016,Arquettes-en-Val,2017,27.9
11016,Arquettes-en-Val,2022,27.2
11017,Artigues,2017,30.3
11017,Artigues,2022,32.9
11018,Arzens,2017,42.3
11018,Arzens,2022,43.4
11019,Aunat,2017,37.7
11019,Aunat,2022,30
11020,Auriac,2017,30.4
11020,Auriac,2022,24
11021,Axat,2017,44.8
11021,Axat,2022,48.5
11022,Azille,2017,46.9
11022,Azille,2022,48.7
11023,Badens,2017,39.8
11023,Badens,2022,43.5
11024,Bages,2017,43.7
11024,Bages,2022,45
11025,Bagnoles,2017,27.8
11025,Bagnoles,2022,29.9
11026,Baraigne,2017,34.2
11026,Baraigne,2022,40.9
11027,Barbaira,2017,41.3
11027,Barbaira,2022,42.4
11028,Belcaire,2017,26.7
11028,Belcaire,2022,35.8
11029,Belcastel-et-Buc,2017,42.6
11029,Belcastel-et-Buc,2022,44
11030,Belflou,2017,30.2
11030,Belflou,2022,32
11031,Belfort-sur-Rebenty,2017,31.6
11031,Belfort-sur-Rebenty,2022,31.2
11032,Bellegarde-du-Razès,2017,31.9
11032,Bellegarde-du-Razès,2022,36.4
11033,Belpech,2017,48.7
11033,Belpech,2022,48.1
11034,Belvèze-du-Razès,2017,37.1
11034,Belvèze-du-Razès,2022,40.4
11035,Belvianes-et-Cavirac,2017,47.5
11035,Belvianes-et-Cavirac,2022,40.6
11036,Belvis,2017,34.3
11036,Belvis,2022,41.5
11037,Berriac,2017,69.4
11037,Berriac,2022,70.4
11038,Bessède-de-Sault,2017,40.8
11038,Bessède-de-Sault,2022,35.8
11039,La Bezole,2017,38.1
11039,La Bezole,2022,22.2
11040,Bizanet,2017,45.6
11040,Bizanet,2022,50.7
11041,Bize-Minervois,2017,47.4
11041,Bize-Minervois,2022,43.2
11042,Blomac,2017,37.4
11042,Blomac,2022,37.6
11043,Bouilhonnac,2017,31.7
11043,Bouilhonnac,2022,30.2
11044,Bouisse,2017,26.8
11044,Bouisse,2022,25
11045,Bouriège,2017,41.4
11045,Bouriège,2022,36.1
11046,Bourigeole,2017,31.4
11046,Bourigeole,2022,30.8
11047,Le Bousquet,2017,19.6
11047,Le Bousquet,2022,32.8
11048,Boutenac,2017,46.6
11048,Boutenac,2022,50.2
11049,Bram,2017,41.3
11049,Bram,2022,44.1
11051,Brézilhac,2017,39.2
11051,Brézilhac,2022,39.4
11052,Brousses-et-Villaret,2017,40.8
11052,Brousses-et-Villaret,2022,37.2
11053,Brugairolles,2017,41.4
11053,Brugairolles,2022,42.7
11054,Les Brunels,2017,38.5
11054,Les Brunels,2022,40.7
11055,Bugarach,2017,45.4
11055,Bugarach,2022,42.8
11056,Cabrespine,2017,26
11056,Cabrespine,2022,28.8
11057,Cahuzac,2017,0
11057,Cahuzac,2022,29
11058,Cailhau,2017,37.6
11058,Cailhau,2022,27
11059,Cailhavel,2017,41.9
11059,Cailhavel,2022,39.2
11060,Cailla,2017,36.1
11060,Cailla,2022,38.2
11061,Cambieure,2017,38.1
11061,Cambieure,2022,33.2
11062,Campagna-de-Sault,2017,53.5
11062,Campagna-de-Sault,2022,45.2
11063,Campagne-sur-Aude,2017,43.9
11063,Campagne-sur-Aude,2022,37.3
11064,Camplong-d'Aude,2017,36.4
11064,Camplong-d'Aude,2022,39.9
11065,Camps-sur-l'Agly,2017,44.6
11065,Camps-sur-l'Agly,2022,51
11066,Camurac,2017,44.2
11066,Camurac,2022,39.8
11067,Canet,2017,48.8
11067,Canet,2022,48.3
11068,Capendu,2017,44.6
11068,Capendu,2022,50.4
11069,Carcassonne,2017,51.3
11069,Carcassonne,2022,53.9
11070,Carlipa,2017,36.1
11070,Carlipa,2022,39.8
11071,Cascastel-des-Corbières,2017,42.5
11071,Cascastel-des-Corbières,2022,51.5
11072,La Cassaigne,2017,24.5
11072,La Cassaigne,2022,37
11073,Cassaignes,2017,28.6
11073,Cassaignes,2022,22.4
11074,Les Cassés,2017,40.7
11074,Les Cassés,2022,42.4
11075,Castans,2017,29.7
11075,Castans,2022,34.9
11076,Castelnaudary,2017,50.5
11076,Castelnaudary,2022,55.2
11077,Castelnau-d'Aude,2017,38.7
11077,Castelnau-d'Aude,2022,48.2
11078,Castelreng,2017,41.7
11078,Castelreng,2022,42.6
11079,Caudebronde,2017,39.3
11079,Caudebronde,2022,32.3
11080,Val de Lambronne,2017,32.2
11080,Val de Lambronne,2022,27.7
11081,Caunes-Minervois,2017,42.5
11081,Caunes-Minervois,2022,44.4
11082,Caunette-sur-Lauquet,2017,40
11082,Caunette-sur-Lauquet,2022,0
11083,Caunettes-en-Val,2017,32.4
11083,Caunettes-en-Val,2022,23.7
11084,Caux-et-Sauzens,2017,44.6
11084,Caux-et-Sauzens,2022,47.1
11085,Cavanac,2017,42.2
11085,Cavanac,2022,49.2
11086,Caves,2017,41
11086,Caves,2022,45.9
11087,Cazalrenoux,2017,42.5
11087,Cazalrenoux,2022,32.9
11088,Cazilhac,2017,45.2
11088,Cazilhac,2022,43.6
11089,Cenne-Monestiés,2017,35.7
11089,Cenne-Monestiés,2022,38.4
11090,Cépie,2017,40.9
11090,Cépie,2022,39.9
11091,Chalabre,2017,42.3
11091,Chalabre,2022,44.9
11092,Citou,2017,27.2
11092,Citou,2022,34.7
11093,Le Clat,2017,21.9
11093,Le Clat,2022,19.4
11094,Clermont-sur-Lauquet,2017,40
11094,Clermont-sur-Lauquet,2022,37.5
11095,Comigne,2017,36.3
11095,Comigne,2022,45.2
11096,Comus,2017,22.4
11096,Comus,2022,26.8
11098,Conilhac-Corbières,2017,42.2
11098,Conilhac-Corbières,2022,46
11099,Conques-sur-Orbiel,2017,49.2
11099,Conques-sur-Orbiel,2022,50.7
11100,Corbières,2017,34.4
11100,Corbières,2022,29.6
11101,Coudons,2017,35.3
11101,Coudons,2022,38.5
11102,Couffoulens,2017,46.7
11102,Couffoulens,2022,45.1
11103,Couiza,2017,50.2
11103,Couiza,2022,49.5
11104,Counozouls,2017,22.4
11104,Counozouls,2022,35.5
11105,Cournanel,2017,38.9
11105,Cournanel,2022,30.6
11106,Coursan,2017,52.1
11106,Coursan,2022,51.5
11107,Courtauly,2017,46.3
11107,Courtauly,2022,39.2
11108,La Courtète,2017,21.2
11108,La Courtète,2022,31.4
11109,Coustaussa,2017,52.6
11109,Coustaussa,2022,43.1
11110,Coustouge,2017,41.8
11110,Coustouge,2022,41.2
11111,Cruscades,2017,42.7
11111,Cruscades,2022,47.8
11112,Cubières-sur-Cinoble,2017,39
11112,Cubières-sur-Cinoble,2022,45.5
11113,Cucugnan,2017,40.5
11113,Cucugnan,2022,35.8
11114,Cumiès,2017,29.4
11114,Cumiès,2022,31.2
11115,Cuxac-Cabardès,2017,43.7
11115,Cuxac-Cabardès,2022,43.8
11116,Cuxac-d'Aude,2017,52.5
11116,Cuxac-d'Aude,2022,54.7
11117,Davejean,2017,46.3
11117,Davejean,2022,34.7
11118,Dernacueillette,2017,50
11118,Dernacueillette,2022,32.6
11119,La Digne-d'Amont,2017,36.8
11119,La Digne-d'Amont,2022,35.9
11120,La Digne-d'Aval,2017,40.1
11120,La Digne-d'Aval,2022,34.6
11121,Donazac,2017,32.4
11121,Donazac,2022,27
11122,Douzens,2017,38.4
11122,Douzens,2022,42.9
11123,Duilhac-sous-Peyrepertuse,2017,27.1
11123,Duilhac-sous-Peyrepertuse,2022,38.3
11124,Durban-Corbières,2017,51.1
11124,Durban-Corbières,2022,49.6
11125,Embres-et-Castelmaure,2017,35.9
11125,Embres-et-Castelmaure,2022,34.7
11126,Escales,2017,43.7
11126,Escales,2022,45.9
11127,Escouloubre,2017,27.7
11127,Escouloubre,2022,39.3
11128,Escueillens-et-Saint-Just-de-Bélengard,2017,33.3
11128,Escueillens-et-Saint-Just-de-Bélengard,2022,37.4
11129,Espéraza,2017,50.6
11129,Espéraza,2022,49.9
11130,Espezel,2017,25.6
11130,Espezel,2022,32.4
11131,Val-du-Faby,2017,45
11131,Val-du-Faby,2022,37.6
11132,Fabrezan,2017,47.6
11132,Fabrezan,2022,49.8
11133,Fajac-en-Val,2017,32.6
11133,Fajac-en-Val,2022,36.8
11134,Fajac-la-Relenque,2017,35
11134,Fajac-la-Relenque,2022,33.3
11135,La Fajolle,2017,36
11135,La Fajolle,2022,40
11136,Fanjeaux,2017,37.6
11136,Fanjeaux,2022,38.6
11137,Félines-Termenès,2017,38.9
11137,Félines-Termenès,2022,33
11138,Fendeille,2017,40.6
11138,Fendeille,2022,41.2
11139,Fenouillet-du-Razès,2017,38.4
11139,Fenouillet-du-Razès,2022,44
11140,Ferrals-les-Corbières,2017,42.7
11140,Ferrals-les-Corbières,2022,52.1
11141,Ferran,2017,29.4
11141,Ferran,2022,42.9
11142,Festes-et-Saint-André,2017,34.1
11142,Festes-et-Saint-André,2022,30.4
11143,Feuilla,2017,40.3
11143,Feuilla,2022,60
11144,Fitou,2017,49.5
11144,Fitou,2022,43.3
11145,Fleury,2017,49.1
11145,Fleury,2022,49.5
11146,Floure,2017,48
11146,Floure,2022,54.5
11147,Fontanès-de-Sault,2017,64.7
11147,Fontanès-de-Sault,2022,33.3
11148,Fontcouverte,2017,40.6
11148,Fontcouverte,2022,43.9
11149,Fonters-du-Razès,2017,44.6
11149,Fonters-du-Razès,2022,30.8
11150,Fontiers-Cabardès,2017,43.1
11150,Fontiers-Cabardès,2022,45.8
11151,Fontiès-d'Aude,2017,45.7
11151,Fontiès-d'Aude,2022,48.5
11152,Fontjoncouse,2017,42.1
11152,Fontjoncouse,2022,44.8
11153,La Force,2017,37.9
11153,La Force,2022,43.1
11154,Fournes-Cabardès,2017,41.9
11154,Fournes-Cabardès,2022,35.6
11155,Fourtou,2017,41.5
11155,Fourtou,2022,33.3
11156,Fraisse-Cabardès,2017,32.9
11156,Fraisse-Cabardès,2022,20.5
11157,Fraissé-des-Corbières,2017,38.6
11157,Fraissé-des-Corbières,2022,39.6
11158,Gaja-et-Villedieu,2017,45.9
11158,Gaja-et-Villedieu,2022,42.3
11159,Gaja-la-Selve,2017,46.2
11159,Gaja-la-Selve,2022,30
11160,Galinagues,2017,50
11160,Galinagues,2022,25
11161,Gardie,2017,36.9
11161,Gardie,2022,33.3
11162,Generville,2017,20.4
11162,Generville,2022,36.2
11163,Gincla,2017,27.3
11163,Gincla,2022,32.6
11164,Ginestas,2017,43.2
11164,Ginestas,2022,45.8
11165,Ginoles,2017,48.8
11165,Ginoles,2022,42.8
11166,Gourvieille,2017,34.8
11166,Gourvieille,2022,40.9
11167,Gramazie,2017,36.6
11167,Gramazie,2022,37.4
11168,Granès,2017,39.2
11168,Granès,2022,45.1
11169,Greffeil,2017,22.1
11169,Greffeil,2022,29.3
11170,Gruissan,2017,44.6
11170,Gruissan,2022,44.8
11172,Homps,2017,43.6
11172,Homps,2022,43.7
11173,Hounoux,2017,41.8
11173,Hounoux,2022,37
11174,Les Ilhes,2017,20.8
11174,Les Ilhes,2022,37.9
11175,Issel,2017,39.1
11175,Issel,2022,37.7
11176,Jonquières,2017,25.9
11176,Jonquières,2022,39.2
11177,Joucou,2017,30
11177,Joucou,2022,41
11178,Labastide-d'Anjou,2017,45.6
11178,Labastide-d'Anjou,2022,46.1
11179,Labastide-en-Val,2017,32.4
11179,Labastide-en-Val,2022,24.7
11180,Labastide-Esparbairenque,2017,29.5
11180,Labastide-Esparbairenque,2022,40.9
11181,Labécède-Lauragais,2017,45.4
11181,Labécède-Lauragais,2022,42.8
11182,Lacombe,2017,44.8
11182,Lacombe,2022,29.4
11183,Ladern-sur-Lauquet,2017,37.2
11183,Ladern-sur-Lauquet,2022,36.5
11184,Lafage,2017,43.6
11184,Lafage,2022,46.7
11185,Lagrasse,2017,42.4
11185,Lagrasse,2022,39.1
11186,Lairière,2017,48.9
11186,Lairière,2022,15.4
11187,Lanet,2017,30
11187,Lanet,2022,37.3
11188,La Palme,2017,47.4
11188,La Palme,2022,47.5
11189,Laprade,2017,39
11189,Laprade,2022,33.6
11190,La Redorte,2017,45.2
11190,La Redorte,2022,44.5
11191,Laroque-de-Fa,2017,42.2
11191,Laroque-de-Fa,2022,45.7
11192,Lasbordes,2017,40.4
11192,Lasbordes,2022,48.8
11193,Lasserre-de-Prouille,2017,38.9
11193,Lasserre-de-Prouille,2022,44.7
11194,Lastours,2017,37.9
11194,Lastours,2022,59.4
11195,Laurabuc,2017,45.9
11195,Laurabuc,2022,37.3
11196,Laurac,2017,36.4
11196,Laurac,2022,27.3
11197,Lauraguel,2017,42.4
11197,Lauraguel,2022,44.9
11198,Laure-Minervois,2017,41.8
11198,Laure-Minervois,2022,48.2
11199,Lavalette,2017,48
11199,Lavalette,2022,42.2
11200,Lespinassière,2017,31.2
11200,Lespinassière,2022,33.3
11201,Leuc,2017,36.1
11201,Leuc,2022,39.8
11202,Leucate,2017,36.9
11202,Leucate,2022,44.4
11203,Lézignan-Corbières,2017,51.4
11203,Lézignan-Corbières,2022,55.5
11204,Lignairolles,2017,25.6
11204,Lignairolles,2022,29.4
11205,Limousis,2017,24.1
11205,Limousis,2022,22.5
11206,Limoux,2017,44.4
11206,Limoux,2022,43
11207,Loupia,2017,31.7
11207,Loupia,2022,39.9
11208,La Louvière-Lauragais,2017,22
11208,La Louvière-Lauragais,2022,30.9
11209,Luc-sur-Aude,2017,43.4
11209,Luc-sur-Aude,2022,38.3
11210,Luc-sur-Orbieu,2017,52
11210,Luc-sur-Orbieu,2022,47
11211,Magrie,2017,42.9
11211,Magrie,2022,40.4
11212,Mailhac,2017,47.6
11212,Mailhac,2022,48.3
11213,Maisons,2017,37.5
11213,Maisons,2022,39.6
11214,Malras,2017,44.6
11214,Malras,2022,42.6
11215,Malves-en-Minervois,2017,39
11215,Malves-en-Minervois,2022,42.6
11216,Malviès,2017,45.7
11216,Malviès,2022,47.8
11217,Marcorignan,2017,44
11217,Marcorignan,2022,44.9
11218,Marquein,2017,18.6
