Observatoire des territoires - ANCT,...2,...3,...4
Taux de participation aux élections législatives (Commune (2022)),,,
,,,
,,,Législatives - Taux d'abstention au 1er tour
codgeo,libgeo,an,tx_abst_elec_leg
81289,Soual,2022,51
81290,Souel,2017,34.3
81290,Souel,2022,34
81291,Taïx,2017,40.8
81291,Taïx,2022,45.6
81292,Tanus,2017,37.2
81292,Tanus,2022,39.5
81293,Tauriac,2017,45.2
81293,Tauriac,2022,48.1
81294,Técou,2017,47.1
81294,Técou,2022,49.6
81295,Teillet,2017,42.5
81295,Teillet,2022,42.2
81297,Terssac,2017,44.2
81297,Terssac,2022,42.2
81298,Teulat,2017,41
81298,Teulat,2022,40.4
81299,Teyssode,2017,37.3
81299,Teyssode,2022,35.3
81300,Tonnac,2017,43.3
81300,Tonnac,2022,27
81302,Tréban,2017,36.2
81302,Tréban,2022,26.4
81303,Trébas,2017,41.4
81303,Trébas,2022,36.6
81304,Trévien,2017,37.8
81304,Trévien,2022,39.4
81305,Vabre,2017,33.7
81305,Vabre,2022,38.2
81306,Valderiès,2017,38.9
81306,Valderiès,2022,38.1
81307,Valdurenque,2017,44.4
81307,Valdurenque,2022,44.5
81308,Valence-d'Albigeois,2017,43.6
81308,Valence-d'Albigeois,2022,45.4
81309,Vaour,2017,46.4
81309,Vaour,2022,37.8
81310,Veilhes,2017,40.9
81310,Veilhes,2022,38.9
81311,Vénès,2017,41.1
81311,Vénès,2022,40
81312,Verdalle,2017,42
81312,Verdalle,2022,48.9
81313,Le Verdier,2017,41.5
81313,Le Verdier,2022,33.5
81314,Viane,2017,44.4
81314,Viane,2022,38.2
81315,Vielmur-sur-Agout,2017,42.1
81315,Vielmur-sur-Agout,2022,43
81316,Vieux,2017,39.5
81316,Vieux,2022,38.7
81317,Villefranche-d'Albigeois,2017,36.3
81317,Villefranche-d'Albigeois,2022,35.1
81318,Villeneuve-lès-Lavaur,2017,35
81318,Villeneuve-lès-Lavaur,2022,37.2
81319,Villeneuve-sur-Vère,2017,38.3
81319,Villeneuve-sur-Vère,2022,37.7
81320,Vindrac-Alayrac,2017,37.1
81320,Vindrac-Alayrac,2022,20.9
81321,Le Vintrou,2017,20.5
81321,Le Vintrou,2022,46.1
81322,Virac,2017,41
81322,Virac,2022,39.3
81323,Viterbe,2017,29.3
81323,Viterbe,2022,36.2
81324,Viviers-lès-Lavaur,2017,40.9
81324,Viviers-lès-Lavaur,2022,38
81325,Viviers-lès-Montagnes,2017,47
81325,Viviers-lès-Montagnes,2022,45.9
81326,Sainte-Croix,2017,33.1
81326,Sainte-Croix,2022,29.8
82001,Albefeuille-Lagarde,2017,44.3
82001,Albefeuille-Lagarde,2022,45.5
82002,Albias,2017,52.8
82002,Albias,2022,53.5
82003,Angeville,2017,44.9
82003,Angeville,2022,39.9
82004,Asques,2017,44
82004,Asques,2022,41.1
82005,Aucamville,2017,48.2
82005,Aucamville,2022,46.9
82006,Auterive,2017,29.7
82006,Auterive,2022,31.3
82007,Auty,2017,24.5
82007,Auty,2022,26.9
82008,Auvillar,2017,43.6
82008,Auvillar,2022,42
82009,Balignac,2017,37.5
82009,Balignac,2022,52.9
82010,Bardigues,2017,44.4
82010,Bardigues,2022,37.9
82011,Barry-d'Islemade,2017,50.2
82011,Barry-d'Islemade,2022,50.2
82012,Les Barthes,2017,38.8
82012,Les Barthes,2022,41.3
82013,Beaumont-de-Lomagne,2017,43.8
82013,Beaumont-de-Lomagne,2022,46.9
82014,Beaupuy,2017,44.1
82014,Beaupuy,2022,40.7
82015,Belbèze-en-Lomagne,2017,36.5
82015,Belbèze-en-Lomagne,2022,32.8
82016,Belvèze,2017,28.3
82016,Belvèze,2022,35.1
82017,Bessens,2017,53.8
82017,Bessens,2022,54.9
82018,Bioule,2017,43.1
82018,Bioule,2022,45.3
82019,Boudou,2017,48.6
82019,Boudou,2022,47.9
82020,Bouillac,2017,46.9
82020,Bouillac,2022,44.7
82021,Bouloc-en-Quercy,2017,30.4
82021,Bouloc-en-Quercy,2022,30.5
82022,Bourg-de-Visa,2017,48.4
82022,Bourg-de-Visa,2022,43.1
82023,Bourret,2017,47.2
82023,Bourret,2022,43.4
82024,Brassac,2017,36.2
82024,Brassac,2022,41.6
82025,Bressols,2017,49.9
82025,Bressols,2022,49.5
82026,Bruniquel,2017,37.8
82026,Bruniquel,2022,44.6
82027,Campsas,2017,48.3
82027,Campsas,2022,48.1
82028,Canals,2017,47.4
82028,Canals,2022,45.9
82029,Castanet,2017,34.3
82029,Castanet,2022,41.9
82030,Castelferrus,2017,39.1
82030,Castelferrus,2022,38.1
82031,Castelmayran,2017,47.6
82031,Castelmayran,2022,48.7
82032,Castelsagrat,2017,43.1
82032,Castelsagrat,2022,42.1
82033,Castelsarrasin,2017,55.8
82033,Castelsarrasin,2022,55.9
82034,Castéra-Bouzet,2017,55.6
82034,Castéra-Bouzet,2022,44
82035,Caumont,2017,50.3
82035,Caumont,2022,47.6
82036,Le Causé,2017,31.9
82036,Le Causé,2022,31
82037,Caussade,2017,48.3
82037,Caussade,2022,49.9
82038,Caylus,2017,46.2
82038,Caylus,2022,46.8
82039,Cayrac,2017,41.4
82039,Cayrac,2022,43
82040,Cayriech,2017,37.9
82040,Cayriech,2022,42.4
82041,Cazals,2017,34.5
82041,Cazals,2022,30.4
82042,Cazes-Mondenard,2017,41.2
82042,Cazes-Mondenard,2022,42
82043,Comberouger,2017,38.8
82043,Comberouger,2022,40.3
82044,Corbarieu,2017,41.5
82044,Corbarieu,2022,46.2
82045,Cordes-Tolosannes,2017,40.1
82045,Cordes-Tolosannes,2022,40.8
82046,Coutures,2017,31.7
82046,Coutures,2022,21.1
82047,Cumont,2017,42.4
82047,Cumont,2022,44.1
82048,Dieupentale,2017,50
82048,Dieupentale,2022,53.2
82049,Donzac,2017,49.1
82049,Donzac,2022,40.9
82050,Dunes,2017,52.4
82050,Dunes,2022,44.1
82051,Durfort-Lacapelette,2017,44.7
82051,Durfort-Lacapelette,2022,44.9
82052,Escatalens,2017,44.4
82052,Escatalens,2022,44.3
82053,Escazeaux,2017,42.2
82053,Escazeaux,2022,45.5
82054,Espalais,2017,41.3
82054,Espalais,2022,44.3
82055,Esparsac,2017,36.3
82055,Esparsac,2022,39.8
82056,Espinas,2017,30.2
82056,Espinas,2022,27.3
82057,Fabas,2017,45.2
82057,Fabas,2022,38.1
82058,Fajolles,2017,28.4
82058,Fajolles,2022,40.2
82059,Faudoas,2017,40.2
82059,Faudoas,2022,32.7
82060,Fauroux,2017,43.9
82060,Fauroux,2022,44.4
82061,Féneyrols,2017,41.8
82061,Féneyrols,2022,46.6
82062,Finhan,2017,50.2
82062,Finhan,2022,51.5
82063,Garganvillar,2017,46.6
82063,Garganvillar,2022,44.5
82064,Gariès,2017,36.6
82064,Gariès,2022,28.2
82065,Gasques,2017,46.1
82065,Gasques,2022,40.4
82066,Génébrières,2017,40.6
82066,Génébrières,2022,43.8
82067,Gensac,2017,48.4
82067,Gensac,2022,39.8
82068,Gimat,2017,36.7
82068,Gimat,2022,43.2
82069,Ginals,2017,38.3
82069,Ginals,2022,35.1
82070,Glatens,2017,38.5
82070,Glatens,2022,53.6
82071,Goas,2017,6.1
82071,Goas,2022,17.1
82072,Golfech,2017,57.3
82072,Golfech,2022,47.9
82073,Goudourville,2017,47.6
82073,Goudourville,2022,43.5
82074,Gramont,2017,37.5
82074,Gramont,2022,35.4
82075,Grisolles,2017,47.4
82075,Grisolles,2022,47.3
82076,L'Honor-de-Cos,2017,47.2
82076,L'Honor-de-Cos,2022,48.7
82077,Labarthe,2017,46
82077,Labarthe,2022,46.3
82078,Labastide-de-Penne,2017,43.3
82078,Labastide-de-Penne,2022,39.7
82079,Labastide-Saint-Pierre,2017,55.2
82079,Labastide-Saint-Pierre,2022,51.4
82080,Labastide-du-Temple,2017,47.3
82080,Labastide-du-Temple,2022,43.5
82081,Labourgade,2017,44.4
82081,Labourgade,2022,50.4
82082,Lacapelle-Livron,2017,44.6
82082,Lacapelle-Livron,2022,39.8
82083,Lachapelle,2017,42.5
82083,Lachapelle,2022,36.2
82084,Lacour,2017,33.8
82084,Lacour,2022,38.8
82085,Lacourt-Saint-Pierre,2017,47.1
82085,Lacourt-Saint-Pierre,2022,45.5
82086,Lafitte,2017,31.7
82086,Lafitte,2022,37.3
82087,Lafrançaise,2017,40.2
82087,Lafrançaise,2022,40.8
82088,Laguépie,2017,43.8
82088,Laguépie,2022,41.3
82089,Lamagistère,2017,48.6
82089,Lamagistère,2022,46.5
82090,Lamothe-Capdeville,2017,45.9
82090,Lamothe-Capdeville,2022,50.9
82091,Lamothe-Cumont,2017,52.9
82091,Lamothe-Cumont,2022,38.9
82092,Lapenche,2017,36.1
82092,Lapenche,2022,35.3
82093,Larrazet,2017,44.3
82093,Larrazet,2022,48.3
82094,Lauzerte,2017,48.9
82094,Lauzerte,2022,49.5
82095,Lavaurette,2017,45.9
82095,Lavaurette,2022,38.3
82096,La Ville-Dieu-du-Temple,2017,53.4
82096,La Ville-Dieu-du-Temple,2022,46.7
82097,Lavit,2017,48.2
82097,Lavit,2022,46.8
82098,Léojac,2017,47.6
82098,Léojac,2022,46.6
82099,Lizac,2017,46
82099,Lizac,2022,45.1
82100,Loze,2017,28.7
82100,Loze,2022,35.5
82101,Malause,2017,51.9
82101,Malause,2022,47.7
82102,Mansonville,2017,44.3
82102,Mansonville,2022,37.9
82103,Marignac,2017,41.9
82103,Marignac,2022,38.3
82104,Marsac,2017,37.1
82104,Marsac,2022,43
82105,Mas-Grenier,2017,52.9
82105,Mas-Grenier,2022,46.9
82106,Maubec,2017,44.8
82106,Maubec,2022,42.1
82107,Maumusson,2017,38.6
82107,Maumusson,2022,26.7
82108,Meauzac,2017,46.4
82108,Meauzac,2022,43.7
82109,Merles,2017,48.6
82109,Merles,2022,49.7
82110,Mirabel,2017,41.8
82110,Mirabel,2022,47.2
82111,Miramont-de-Quercy,2017,51.3
82111,Miramont-de-Quercy,2022,41.5
82112,Moissac,2017,51.5
82112,Moissac,2022,51.4
82113,Molières,2017,47.5
82113,Molières,2022,47.1
82114,Monbéqui,2017,46.7
82114,Monbéqui,2022,42.4
82115,Monclar-de-Quercy,2017,46.9
82115,Monclar-de-Quercy,2022,53
82116,Montagudet,2017,31.4
82116,Montagudet,2022,27.4
82117,Montaigu-de-Quercy,2017,31.8
82117,Montaigu-de-Quercy,2022,41.1
82118,Montaïn,2017,42.7
82118,Montaïn,2022,41.1
82119,Montalzat,2017,38.9
82119,Montalzat,2022,41.7
82120,Montastruc,2017,42
82120,Montastruc,2022,35.7
82121,Montauban,2017,47.6
82121,Montauban,2022,50.3
82122,Montbarla,2017,52.2
82122,Montbarla,2022,45.5
82123,Montbartier,2017,50.9
82123,Montbartier,2022,52.8
82124,Montbeton,2017,51.1
82124,Montbeton,2022,51.8
82125,Montech,2017,51
82125,Montech,2022,48.2
82126,Monteils,2017,39.8
82126,Monteils,2022,43.3
82127,Montesquieu,2017,42.6
82127,Montesquieu,2022,40.9
82128,Montfermier,2017,32.3
82128,Montfermier,2022,21.3
82129,Montgaillard,2017,34.4
82129,Montgaillard,2022,45.5
82130,Montjoi,2017,41.6
82130,Montjoi,2022,40.7
82131,Montpezat-de-Quercy,2017,41.2
82131,Montpezat-de-Quercy,2022,43.8
82132,Montricoux,2017,44
82132,Montricoux,2022,43.7
82133,Mouillac,2017,32.9
82133,Mouillac,2022,49.3
82134,Nègrepelisse,2017,49.5
82134,Nègrepelisse,2022,50.3
82135,Nohic,2017,49.7
82135,Nohic,2022,51.4
82136,Orgueil,2017,55.9
82136,Orgueil,2022,54
82137,Parisot,2017,45.7
82137,Parisot,2022,37.1
82138,Perville,2017,37.7
82138,Perville,2022,30
82139,Le Pin,2017,30
82139,Le Pin,2022,38.2
82140,Piquecos,2017,37.7
82140,Piquecos,2022,36.3
82141,Pommevic,2017,46.5
82141,Pommevic,2022,40.7
82142,Pompignan,2017,49.4
82142,Pompignan,2022,47.1
82143,Poupas,2017,58.2
82143,Poupas,2022,51.2
82144,Puycornet,2017,43.6
82144,Puycornet,2022,45.3
82145,Puygaillard-de-Quercy,2017,43.9
82145,Puygaillard-de-Quercy,2022,45.9
82146,Puygaillard-de-Lomagne,2017,51
82146,Puygaillard-de-Lomagne,2022,36
82147,Puylagarde,2017,36.8
82147,Puylagarde,2022,45.3
82148,Puylaroque,2017,40.7
82148,Puylaroque,2022,45.5
82149,Réalville,2017,47.4
82149,Réalville,2022,50.7
82150,Reyniès,2017,40.4
82150,Reyniès,2022,40.3
82151,Roquecor,2017,40.2
82151,Roquecor,2022,37.3
82152,Saint-Aignan,2017,43.8
82152,Saint-Aignan,2022,42.6
82153,Saint-Amans-du-Pech,2017,25.9
82153,Saint-Amans-du-Pech,2022,37.3
82154,Saint-Amans-de-Pellagal,2017,39.1
82154,Saint-Amans-de-Pellagal,2022,37.2
82155,Saint-Antonin-Noble-Val,2017,46.7
82155,Saint-Antonin-Noble-Val,2022,46
82156,Saint-Arroumex,2017,39.5
82156,Saint-Arroumex,2022,40.7
82157,Saint-Beauzeil,2017,45.9
82157,Saint-Beauzeil,2022,44.8
82158,Saint-Cirice,2017,53.8
82158,Saint-Cirice,2022,46.7
82159,Saint-Cirq,2017,34.8
82159,Saint-Cirq,2022,41.4
82160,Saint-Clair,2017,45.2
82160,Saint-Clair,2022,39.6
82161,Saint-Étienne-de-Tulmont,2017,46.9
82161,Saint-Étienne-de-Tulmont,2022,45.5
82162,Saint-Georges,2017,34.7
82162,Saint-Georges,2022,45.4
82163,Saint-Jean-du-Bouzet,2017,24.5
82163,Saint-Jean-du-Bouzet,2022,34
82164,Sainte-Juliette,2017,33.3
82164,Sainte-Juliette,2022,34.1
82165,Saint-Loup,2017,47.1
82165,Saint-Loup,2022,46.2
82166,Saint-Michel,2017,51.3
82166,Saint-Michel,2022,45
82167,Saint-Nauphary,2017,41.4
82167,Saint-Nauphary,2022,44.4
82168,Saint-Nazaire-de-Valentane,2017,45.3
82168,Saint-Nazaire-de-Valentane,2022,39.1
82169,Saint-Nicolas-de-la-Grave,2017,50.3
82169,Saint-Nicolas-de-la-Grave,2022,49
82170,Saint-Paul-d'Espis,2017,46.2
82170,Saint-Paul-d'Espis,2022,37.8
82171,Saint-Porquier,2017,48.9
82171,Saint-Porquier,2022,50.1
82172,Saint-Projet,2017,35.5
82172,Saint-Projet,2022,35.3
82173,Saint-Sardos,2017,45.4
82173,Saint-Sardos,2022,51.3
82174,Saint-Vincent-d'Autéjac,2017,34.3
82174,Saint-Vincent-d'Autéjac,2022,34.9
82175,Saint-Vincent-Lespinasse,2017,36.5
82175,Saint-Vincent-Lespinasse,2022,39.7
82176,La Salvetat-Belmontet,2017,44.6
82176,La Salvetat-Belmontet,2022,45.8
82177,Sauveterre,2017,35.4
82177,Sauveterre,2022,41.6
82178,Savenès,2017,46.2
82178,Savenès,2022,44.7
82179,Septfonds,2017,44.5
82179,Septfonds,2022,44.5
82180,Sérignac,2017,35.2
82180,Sérignac,2022,36.4
82181,Sistels,2017,49.7
82181,Sistels,2022,36.5
82182,Touffailles,2017,41.4
82182,Touffailles,2022,43
82183,Tréjouls,2017,30.7
82183,Tréjouls,2022,33.5
82184,Vaïssac,2017,42.4
82184,Vaïssac,2022,43.4
82185,Valeilles,2017,36.7
82185,Valeilles,2022,33.5
82186,Valence,2017,48.4
82186,Valence,2022,43.2
82187,Varen,2017,41
82187,Varen,2022,38.2
82188,Varennes,2017,53.4
82188,Varennes,2022,47
82189,Vazerac,2017,45.6
82189,Vazerac,2022,42.6
82190,Verdun-sur-Garonne,2017,54.2
82190,Verdun-sur-Garonne,2022,50.4
82191,Verfeil,2017,38.7
82191,Verfeil,2022,39.9
82192,Verlhac-Tescou,2017,41.2
82192,Verlhac-Tescou,2022,49.6
82193,Vigueron,2017,42.4
82193,Vigueron,2022,39
82194,Villebrumier,2017,46.6
82194,Villebrumier,2022,48.6
82195,Villemade,2017,37.2
82195,Villemade,2022,41.8
83001,Les Adrets-de-l'Estérel,2017,55.8
83001,Les Adrets-de-l'Estérel,2022,55.7
83002,Aiguines,2017,46
83002,Aiguines,2022,52.5
83003,Ampus,2017,47.2
83003,Ampus,2022,53.5
83004,Les Arcs,2017,53.2
83004,Les Arcs,2022,56.1
83005,Artignosc-sur-Verdon,2017,45.7
83005,Artignosc-sur-Verdon,2022,39
83006,Artigues,2017,50.8
83006,Artigues,2022,50.6
83007,Aups,2017,45
83007,Aups,2022,49.2
83008,Bagnols-en-Forêt,2017,55.4
83008,Bagnols-en-Forêt,2022,58.4
83009,Bandol,2017,55.7
83009,Bandol,2022,53.8
83010,Bargème,2017,36.9
83010,Bargème,2022,46.1
83011,Bargemon,2017,50
83011,Bargemon,2022,54.1
83012,Barjols,2017,54.9
83012,Barjols,2022,53.9
83013,La Bastide,2017,32.6
83013,La Bastide,2022,39.7
83014,Baudinard-sur-Verdon,2017,37.9
83014,Baudinard-sur-Verdon,2022,34.7
83015,Bauduen,2017,49.8
83015,Bauduen,2022,47.9
83016,Le Beausset,2017,52.1
83016,Le Beausset,2022,53.3
83017,Belgentier,2017,54.7
83017,Belgentier,2022,50.6
83018,Besse-sur-Issole,2017,59.2
83018,Besse-sur-Issole,2022,54.5
83019,Bormes-les-Mimosas,2017,56.7
83019,Bormes-les-Mimosas,2022,51.9
83020,Le Bourguet,2017,32.6
83020,Le Bourguet,2022,30.8
83021,Bras,2017,54.6
83021,Bras,2022,55.3
83022,Brenon,2017,35.9
83022,Brenon,2022,45.5
83023,Brignoles,2017,57.7
83023,Brignoles,2022,58
83025,Brue-Auriac,2017,45
83025,Brue-Auriac,2022,50.2
83026,Cabasse,2017,56.6
83026,Cabasse,2022,53.4
83027,La Cadière-d'Azur,2017,49.8
83027,La Cadière-d'Azur,2022,49.6
83028,Callas,2017,50.4
83028,Callas,2022,55
83029,Callian,2017,53.6
83029,Callian,2022,55.1
83030,Camps-la-Source,2017,51.1
83030,Camps-la-Source,2022,54.1
83031,Le Cannet-des-Maures,2017,55.5
83031,Le Cannet-des-Maures,2022,52.6
83032,Carcès,2017,52.3
83032,Carcès,2022,53.8
83033,Carnoules,2017,58.5
83033,Carnoules,2022,56.6
83034,Carqueiranne,2017,51
83034,Carqueiranne,2022,50.2
83035,Le Castellet,2017,51.2
83035,Le Castellet,2022,52.2
83036,Cavalaire-sur-Mer,2017,52.6
83036,Cavalaire-sur-Mer,2022,51.3
83037,La Celle,2017,49.7
83037,La Celle,2022,49.8
83038,Châteaudouble,2017,40.5
83038,Châteaudouble,2022,50
83039,Châteauvert,2017,42.9
83039,Châteauvert,2022,28.3
83040,Châteauvieux,2017,38.1
83040,Châteauvieux,2022,39.8
83041,Claviers,2017,41.4
83041,Claviers,2022,45.9
83042,Cogolin,2017,61
83042,Cogolin,2022,55.9
83043,Collobrières,2017,55.1
83043,Collobrières,2022,48.2
83044,Comps-sur-Artuby,2017,39.3
83044,Comps-sur-Artuby,2022,39.5
83045,Correns,2017,42.4
83045,Correns,2022,42.1
83046,Cotignac,2017,43.7
83046,Cotignac,2022,50.4
83047,La Crau,2017,51.1
83047,La Crau,2022,51.9
83048,La Croix-Valmer,2017,58.3
83048,La Croix-Valmer,2022,53.9
83049,Cuers,2017,54.9
83049,Cuers,2022,54
83050,Draguignan,2017,50.6
83050,Draguignan,2022,54
83051,Entrecasteaux,2017,45.1
83051,Entrecasteaux,2022,47.9
83052,Esparron,2017,45.8
83052,Esparron,2022,46
83053,Évenos,2017,52.5
83053,Évenos,2022,53.1
83054,La Farlède,2017,52.3
83054,La Farlède,2022,53.6
83055,Fayence,2017,54.1
83055,Fayence,2022,56.3
83056,Figanières,2017,45.8
83056,Figanières,2022,50.5
83057,Flassans-sur-Issole,2017,58.9
83057,Flassans-sur-Issole,2022,53.6
83058,Flayosc,2017,45.9
83058,Flayosc,2022,48.9
83059,Forcalqueiret,2017,52.8
83059,Forcalqueiret,2022,54.7
83060,Fox-Amphoux,2017,43.6
83060,Fox-Amphoux,2022,41.4
83061,Fréjus,2017,54.1
83061,Fréjus,2022,56
83062,La Garde,2017,49.5
83062,La Garde,2022,52.3
83063,La Garde-Freinet,2017,53.3
83063,La Garde-Freinet,2022,45.6
83064,Garéoult,2017,53.2
83064,Garéoult,2022,52.3
83065,Gassin,2017,58.5
83065,Gassin,2022,57.7
83066,Ginasservis,2017,45.9
83066,Ginasservis,2022,47.6
83067,Gonfaron,2017,51.8
83067,Gonfaron,2022,49.9
83068,Grimaud,2017,58.6
83068,Grimaud,2022,52.8
83069,Hyères,2017,52.6
83069,Hyères,2022,52.5
83070,Le Lavandou,2017,55.3
83070,Le Lavandou,2022,52.3
83071,La Londe-les-Maures,2017,45.9
83071,La Londe-les-Maures,2022,44.8
83072,Lorgues,2017,51
83072,Lorgues,2022,51
83073,Le Luc,2017,59.8
83073,Le Luc,2022,56.3
83074,La Martre,2017,41.8
83074,La Martre,2022,38.6
83075,Les Mayons,2017,52.7
83075,Les Mayons,2022,49.2
83076,Mazaugues,2017,48.3
83076,Mazaugues,2022,49.7
83077,Méounes-lès-Montrieux,2017,53.9
83077,Méounes-lès-Montrieux,2022,51.3
83078,Moissac-Bellevue,2017,37.5
83078,Moissac-Bellevue,2022,38.3
83079,La Môle,2017,57.2
83079,La Môle,2022,50.1
83080,Mons,2017,43.9
83080,Mons,2022,52.7
83081,Montauroux,2017,56.4
83081,Montauroux,2022,57.7
83082,Montferrat,2017,48.4
83082,Montferrat,2022,48
83083,Montfort-sur-Argens,2017,46.6
83083,Montfort-sur-Argens,2022,47.3
83084,Montmeyan,2017,40.6
83084,Montmeyan,2022,45.7
83085,La Motte,2017,54.3
83085,La Motte,2022,55.7
83086,Le Muy,2017,55.1
83086,Le Muy,2022,57
83087,Nans-les-Pins,2017,53.2
83087,Nans-les-Pins,2022,52.3
83088,Néoules,2017,51
83088,Néoules,2022,51.9
83089,Ollières,2017,49.9
83089,Ollières,2022,54.5
83090,Ollioules,2017,52.5
83090,Ollioules,2022,54
83091,Pierrefeu-du-Var,2017,56.2
83091,Pierrefeu-du-Var,2022,54.4
83092,Pignans,2017,55.7
83092,Pignans,2022,52.2
83093,Plan-d'Aups-Sainte-Baume,2017,50.4
83093,Plan-d'Aups-Sainte-Baume,2022,50.9
83094,Le Plan-de-la-Tour,2017,62
83094,Le Plan-de-la-Tour,2022,55.6
83095,Pontevès,2017,45.8
83095,Pontevès,2022,43.2
83096,Pourcieux,2017,55.6
83096,Pourcieux,2022,55
83097,Pourrières,2017,52.6
83097,Pourrières,2022,50
83098,Le Pradet,2017,48.4
83098,Le Pradet,2022,48.2
83099,Puget-sur-Argens,2017,60
83099,Puget-sur-Argens,2022,60.2
83100,Puget-Ville,2017,57
83100,Puget-Ville,2022,55.7
83101,Ramatuelle,2017,56.8
83101,Ramatuelle,2022,55.2
83102,Régusse,2017,46
83102,Régusse,2022,48.7
83103,Le Revest-les-Eaux,2017,52.5
83103,Le Revest-les-Eaux,2022,46.4
83104,Rians,2017,55.7
83104,Rians,2022,57.2
83105,Riboux,2017,30.4
83105,Riboux,2022,23.6
83106,Rocbaron,2017,57.8
83106,Rocbaron,2022,57.5
83107,Roquebrune-sur-Argens,2017,55.2
83107,Roquebrune-sur-Argens,2022,54.9
83108,La Roquebrussanne,2017,52.6
83108,La Roquebrussanne,2022,50
83109,La Roque-Esclapon,2017,40.2
83109,La Roque-Esclapon,2022,38.3
83110,Rougiers,2017,52.8
83110,Rougiers,2022,51.3
83111,Sainte-Anastasie-sur-Issole,2017,52.4
83111,Sainte-Anastasie-sur-Issole,2022,54.5
83112,Saint-Cyr-sur-Mer,2017,53.5
83112,Saint-Cyr-sur-Mer,2022,51.4
83113,Saint-Julien,2017,52.5
83113,Saint-Julien,2022,53.6
83114,Saint-Martin-de-Pallières,2017,38.7
83114,Saint-Martin-de-Pallières,2022,37.5
83115,Sainte-Maxime,2017,58.3
83115,Sainte-Maxime,2022,54.8
83116,Saint-Maximin-la-Sainte-Baume,2017,56.7
83116,Saint-Maximin-la-Sainte-Baume,2022,56.5
83117,Saint-Paul-en-Forêt,2017,50.6
83117,Saint-Paul-en-Forêt,2022,52.9
83118,Saint-Raphaël,2017,50.6
83118,Saint-Raphaël,2022,50.8
83119,Saint-Tropez,2017,56.3
83119,Saint-Tropez,2022,52.7
83120,Saint-Zacharie,2017,52.1
83120,Saint-Zacharie,2022,52.9
83121,Salernes,2017,51.7
83121,Salernes,2022,54.7
83122,Les Salles-sur-Verdon,2017,37.7
83122,Les Salles-sur-Verdon,2022,38.9
83123,Sanary-sur-Mer,2017,54.7
83123,Sanary-sur-Mer,2022,54.4
83124,Seillans,2017,50.5
83124,Seillans,2022,51.8
83125,Seillons-Source-d'Argens,2017,55.4
83125,Seillons-Source-d'Argens,2022,59.7
83126,La Seyne-sur-Mer,2017,58.5
83126,La Seyne-sur-Mer,2022,58.3
83127,Signes,2017,58.2
83127,Signes,2022,57.1
83128,Sillans-la-Cascade,2017,42
83128,Sillans-la-Cascade,2022,44.9
83129,Six-Fours-les-Plages,2017,51
83129,Six-Fours-les-Plages,2022,54.2
83130,Solliès-Pont,2017,56.2
83130,Solliès-Pont,2022,55.9
83131,Solliès-Toucas,2017,57.6
83131,Solliès-Toucas,2022,57.2
83132,Solliès-Ville,2017,53.2
83132,Solliès-Ville,2022,50.9
83133,Tanneron,2017,58.9
83133,Tanneron,2022,58.8
83134,Taradeau,2017,51
83134,Taradeau,2022,47.5
83135,Tavernes,2017,47.6
83135,Tavernes,2022,55.9
83136,Le Thoronet,2017,54.1
83136,Le Thoronet,2022,50.5
83137,Toulon,2017,56.1
83137,Toulon,2022,55.1
83138,Tourrettes,2017,55.9
83138,Tourrettes,2022,59.1
83139,Tourtour,2017,31.4
83139,Tourtour,2022,47
83140,Tourves,2017,55.5
83140,Tourves,2022,53
83141,Trans-en-Provence,2017,48.9
83141,Trans-en-Provence,2022,52.9
83142,Trigance,2017,34.1
83142,Trigance,2022,37
83143,Le Val,2017,52.8
83143,Le Val,2022,52.6
83144,La Valette-du-Var,2017,49.1
83144,La Valette-du-Var,2022,51.4
83145,Varages,2017,52.4
83145,Varages,2022,51.1
83146,La Verdière,2017,52.2
83146,La Verdière,2022,50.8
83147,Vérignon,2017,46.2
83147,Vérignon,2022,37.5
83148,Vidauban,2017,55.8
83148,Vidauban,2022,55.3
83149,Villecroze,2017,47.9
83149,Villecroze,2022,46
83150,Vinon-sur-Verdon,2017,53.4
83150,Vinon-sur-Verdon,2022,53.1
83151,Vins-sur-Caramy,2017,48.1
83151,Vins-sur-Caramy,2022,50.2
83152,Rayol-Canadel-sur-Mer,2017,48.9
83152,Rayol-Canadel-sur-Mer,2022,46.2
83153,Saint-Mandrier-sur-Mer,2017,52.8
83153,Saint-Mandrier-sur-Mer,2022,45.3
83154,Saint-Antonin-du-Var,2017,49.2
83154,Saint-Antonin-du-Var,2022,51.3
84001,Althen-des-Paluds,2017,45.2
84001,Althen-des-Paluds,2022,46.3
84002,Ansouis,2017,47.6
84002,Ansouis,2022,45.8
84003,Apt,2017,55.2
84003,Apt,2022,56
84004,Aubignan,2017,53.7
84004,Aubignan,2022,52.2
84005,Aurel,2017,42.8
84005,Aurel,2022,32.4
84006,Auribeau,2017,26.9
84006,Auribeau,2022,36.9
84007,Avignon,2017,57
84007,Avignon,2022,58.7
84008,Le Barroux,2017,28.9
84008,Le Barroux,2022,35.1
84009,La Bastide-des-Jourdans,2017,50.3
84009,La Bastide-des-Jourdans,2022,49.3
84010,La Bastidonne,2017,46.1
84010,La Bastidonne,2022,45
84011,Le Beaucet,2017,49.1
84011,Le Beaucet,2022,44.3
84012,Beaumes-de-Venise,2017,44.2
84012,Beaumes-de-Venise,2022,45.8
